temperature,humidity,rainfall,soil_ph,nitrogen,phosphorus,potassium,crop_stage,crop_type,disease_label
29.53257275345428,61.11975596673541,1,6.407950476683421,40.05143140541849,38.1470267557577,47.29174563671391,seedling,rice,0
26.91103423292274,48.2230155209746,3,6.6082581828697045,45.20865692561573,31.458263443742595,53.57837105959321,fruiting,rice,0
30.18403099272259,61.254423589504555,2,6.580229910485125,34.513504378595,28.585151243652387,58.14557541122316,seedling,rice,0
29.772489839264342,60.31855172694328,4,6.8153365243274,31.708410775146,38.54049943218246,63.07030513596526,flowering,rice,0
26.786941312405535,63.29257169065822,0,6.2509507633144015,59.660342824646065,36.97996723134422,43.736790391010224,flowering,rice,0
31.93855803640958,75.29669870655157,2,6.249218067150047,23.898302020065657,32.06285143162215,66.84454057378603,fruiting,rice,0
31.96788165642412,64.98113831152168,2,6.635182350624716,34.750036731517554,22.02718861676408,53.657655087402595,fruiting,rice,0
29.248712003369036,56.25739778802965,3,6.686137940738701,38.17197448267337,32.86159140487965,64.29200161408096,vegetative,rice,0
28.392538032842275,68.10387235979782,4,6.857218594693953,57.61501893492003,33.959888213958955,50.625218108253634,fruiting,rice,0
36.6339990858046,78.61909137919038,1,6.78696483853618,29.889628699542694,43.70181401071083,55.01449945626513,seedling,rice,0
31.55316229208122,61.91919435823936,2,6.171008747408354,27.774026520114084,39.14620182429083,42.1356663345307,vegetative,rice,0
27.25475102144295,50.485893910199025,2,6.908461460854434,40.16206599484052,39.00999269445762,58.04731590681994,flowering,rice,0
30.16855175517696,64.1026244401843,0,6.5640700799877525,53.015113634798894,47.26263278130031,72.5329132572229,flowering,rice,0
27.606798378600235,74.09270211686666,1,6.234093956806778,36.2329951362777,26.512932627501716,29.16078097065095,seedling,rice,0
31.492146260076062,65.39278973188439,4,6.713313830763591,28.289589603381838,52.12776237064283,50.21624843953323,vegetative,rice,0
30.146545179628454,57.00025768450426,1,7.149467776730437,53.173513046520114,42.87437156157637,29.143564913152858,fruiting,rice,0
30.61623981137325,79.50903677616806,1,6.304971873407403,35.480638619940095,30.17249732409114,72.9316825356546,vegetative,rice,0
24.236960583530234,72.87102967590604,1,5.897079989939384,34.50945568841134,47.08585321231371,53.97236363697167,seedling,rice,0
26.404915359002707,77.20577209255175,2,6.5318373221639545,32.032597766918805,25.38397328635446,58.69149639448345,flowering,rice,0
32.30058260219016,80.42830935774947,2,6.538429665307696,31.83138499785042,17.822943200271745,64.97456852867575,fruiting,rice,0
25.49283305493145,66.28623757738899,1,6.599900638834712,43.26563015863055,32.735367411214,54.0681721291996,vegetative,rice,0
31.412901209355486,73.81957778902381,2,5.947389876264318,42.528944168422,36.732554449367086,51.74711115937984,vegetative,rice,0
32.191093587756434,61.65155919131331,3,6.932985059734585,42.1265508171989,34.42687669687261,28.522990909406538,flowering,rice,0
26.6709030889589,69.2100736930957,2,5.875258406989198,53.53435062907751,17.15895797668309,46.042576543990506,fruiting,rice,0
26.465616313949837,54.38743741565355,3,6.270355633867374,39.56454327921119,36.38313347830154,78.4336215984284,vegetative,rice,0
24.25109770200688,64.58225222290457,1,6.405329692239643,49.46548527716782,37.838544945427145,58.85543312172418,fruiting,rice,0
31.035258558045246,53.81610649659753,5,6.613291871535992,37.80941411975391,34.947168716133085,49.642343477958256,seedling,rice,0
28.441826033728372,84.58266618044266,0,6.557031218435163,34.44898725380831,35.458096914722766,57.69878434541369,vegetative,rice,0
23.969177197205067,65.89732215945865,1,6.385226763786197,22.931204323926305,39.51359750447144,54.669374753996514,flowering,rice,0
30.49478774635915,72.32582361812854,0,6.3493676525510905,43.10175827182838,43.91387477394083,60.15545704701209,fruiting,rice,0
32.64304004149561,78.03102093808063,2,6.414938036577524,46.12821044442915,36.21561502354908,47.41963929477892,fruiting,rice,0
31.617630401953857,61.00238803810495,3,6.387756607697628,43.75255256743957,45.480449722985384,24.986465360775966,seedling,rice,0
25.74509127547843,63.997691885771644,1,6.555779088517149,30.587068638634186,36.44592172262673,38.885649994157546,flowering,rice,0
28.659667711091583,80.23555064700085,1,6.539528562800117,50.92290702024734,34.655821416285924,41.626384153499146,vegetative,rice,0
31.73737616142752,74.75282797642288,2,6.762861797501498,45.74081282106535,50.665052922414205,57.347168821910195,seedling,rice,0
24.04041857406743,74.99198909456433,2,6.308353809553306,36.28637870668109,41.94980820035053,43.40516217299775,fruiting,rice,0
34.18262476384467,56.977625882895744,1,6.933364422643827,55.78336695338702,33.943000999086685,27.790013319549633,fruiting,rice,0
29.375438568656357,67.7858572179624,0,6.362806128032989,41.55675387688387,35.44383935012304,53.64353811066877,seedling,rice,0
22.41526469905886,52.170748506008444,1,6.55576336508668,46.36180488684036,37.060653993683495,30.488973944189965,fruiting,rice,0
34.34101385275518,80.2630196410684,1,6.321372684427096,41.388639892005486,43.42648223713496,81.95156399481438,flowering,rice,0
32.25383311542783,68.53921682132163,7,6.907931567998494,39.55291243240415,27.911098789218798,25.704652017250602,flowering,rice,0
31.53914360223075,67.96745750753287,0,6.601297039308189,44.16553761629047,26.403881987173158,29.465277714351842,seedling,rice,0
27.25200639133155,64.37509803268424,2,6.157255430564473,44.885201384740085,36.37726935685153,52.30645744317059,vegetative,rice,0
32.61553370962227,65.5915691026059,3,6.42476371783681,38.673182202801044,32.42350882817335,57.06620606145329,seedling,rice,0
30.244934127054762,69.73452841180008,1,6.509410524829913,40.63537955156817,36.94076749722768,41.09406209471387,vegetative,rice,0
26.413590850003466,72.49527973873134,1,6.415561976033511,39.939381742264054,31.405717216513533,35.47874616269258,seedling,rice,0
31.42119498230597,57.76255894128656,0,6.1790642893764485,46.58297225203948,32.11560779062384,16.754765659610904,flowering,rice,0
34.90092297121074,77.16052545974846,3,6.956809092054751,38.135400569838076,36.192249010752136,45.21925836811934,fruiting,rice,0
31.559217736097075,77.3980851289219,0,6.345672254521477,29.578251929015558,24.43013009869047,64.79771005706301,flowering,rice,0
30.361119386866683,67.57981443599301,1,6.78878407241349,40.42039036997231,42.25787728046096,44.21100310226654,flowering,rice,0
29.289546470889427,73.5595781194476,4,6.606256727964486,44.640646677051734,43.698250764967234,44.97440575457264,seedling,rice,0
27.9988041524107,54.02522096008859,2,5.9047615799727176,45.273300794806715,39.21656958942492,40.43630213183697,fruiting,rice,0
30.443466270909735,34.622839450663946,3,6.64797625285791,39.710984765021394,20.007555978150236,82.94498351783784,flowering,rice,0
33.602402458285354,49.58066405654206,1,6.823654869952689,18.407310646802323,31.007933884561687,23.590453349937444,vegetative,rice,0
29.144713452514985,59.329989282981145,0,6.974864013597086,43.75182312451085,30.918999605089777,32.37257005808174,flowering,rice,0
31.304914418020694,63.450767498315315,2,6.592741456200439,40.62150906085727,33.8054926250266,11.508209211013792,fruiting,rice,0
28.680440210698784,86.47326453292848,0,6.606860176619638,40.15077038782824,24.27996803980336,51.459586278543966,vegetative,rice,0
29.94508012587963,64.2774334446233,6,6.302968892494485,56.76189507502015,28.67461088061924,55.30349220110695,fruiting,rice,0
32.197429587714296,58.87067369714633,2,6.561189680273373,44.30991219278388,48.95724049526952,27.13053020418437,vegetative,rice,0
26.384258506503123,35.697013244902124,2,6.37919953662898,34.92971737208976,33.91363487794388,49.272562076767606,vegetative,rice,0
33.76567873990375,88.623849204615,0,6.328041257759335,51.56528085980094,33.690980367327846,44.75053376741178,fruiting,rice,0
30.784626871277442,40.93032534063116,2,6.146496162557947,29.039879521289464,28.57566079148604,74.8176992129755,flowering,rice,0
29.241359802664878,35.69951615717016,3,6.656301168981471,44.0404916653297,49.38731983331856,37.20848206145104,seedling,rice,0
30.140160360794916,56.60516865705894,0,6.525106945993066,36.51078273558988,43.52727829721299,37.03538427455795,seedling,rice,0
30.34601937118151,86.40200015955547,0,6.8483634207234845,56.08077135453547,41.36346165445946,50.43761640152144,fruiting,rice,0
30.80935178819981,65.13912631190446,1,6.099551954723452,38.75922773896961,48.088840884770555,62.342888341750275,vegetative,rice,0
27.23064244729041,64.13085116429261,1,6.812332344957369,46.530079383099036,54.87315264596269,67.88716103761357,fruiting,rice,0
30.612001143233073,73.12579968959952,1,6.891732973486256,50.08991476931648,33.07156628324829,54.10903605397007,flowering,rice,0
33.72281756215442,75.15621711447224,0,6.529477704520458,31.442684113571254,38.67037999418671,44.56337268364111,seedling,rice,0
35.49065522982163,58.90568501755178,2,6.834224730840631,34.08354184657554,22.82853615268554,57.98894731421098,seedling,rice,0
28.35834467920208,86.4774892437008,4,6.447019484340217,53.76837622818862,36.56112039807194,44.32516328013359,flowering,rice,0
29.564644309991593,64.1964879931829,2,6.683040063526381,43.42119420109657,29.26173621587465,59.903880600598235,fruiting,rice,0
27.341881834842276,64.73138412203828,2,6.666464691528706,46.46603397503765,45.552605024473756,34.08218454138755,fruiting,rice,0
