State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
"Andhra Pradesh",Anantapur,Hindupur,"Tamarind Fruit","Non A/c Fine",FAQ,04/08/2025,9600,16500,16500
"Andhra Pradesh",Chittor,Chittoor,Gur(Jaggery),"NO 2",FAQ,04/08/2025,3400,3500,3500
"Andhra Pradesh",Chittor,Palamaner,"Cluster beans","Cluster Beans",FAQ,04/08/2025,4000,6000,5000
"Andhra Pradesh",Chittor,Palamaner,Potato,"(Red Nanital)",FAQ,04/08/2025,1000,2000,1500
"Andhra Pradesh","East Godavari",Ravulapelem,Banana,Amruthapani,Large,04/08/2025,2200,3200,2800
"Andhra Pradesh","East Godavari",Ravulapelem,Banana,Karpura,Large,04/08/2025,2200,3200,2800
"Andhra Pradesh",Visakhapatnam,Chintapally,Turmeric,Finger,FAQ,04/08/2025,7000,8000,7500
"Andhra Pradesh","West Godavari",Chintalapudi,Lemon,Lemon,FAQ,04/08/2025,1200,1600,1400
Bihar,Jehanabad,Jehanabad,Onion,White,FAQ,04/08/2025,2150,2150,2150
Bihar,Madhubani,Jainagar,Onion,Medium,FAQ,04/08/2025,2300,2500,2400
Gujarat,Ahmedabad,Viramgam,"Isabgul (Psyllium)",Other,FAQ,04/08/2025,8500,10025,9260
Gujarat,Amreli,Babra,Wheat,Other,FAQ,04/08/2025,2390,2560,2475
Gujarat,Amreli,Bagasara,"Bengal Gram(Gram)(Whole)","Average (Whole)",Non-FAQ,04/08/2025,4500,5900,5200
Gujarat,Bharuch,Jambusar,"Arhar (Tur/Red Gram)(Whole)",Other,FAQ,04/08/2025,6000,7000,6500
Gujarat,Bharuch,Jambusar,"Bajra(Pearl Millet/Cumbu)",Other,FAQ,04/08/2025,2200,2600,2400
Gujarat,Bharuch,Jambusar(Kaavi),"Arhar (Tur/Red Gram)(Whole)",Other,FAQ,04/08/2025,6400,7200,6800
Gujarat,"Chhota Udaipur",Bodeliu,Groundnut,Other,FAQ,04/08/2025,4905,5001,4931
Gujarat,"Chhota Udaipur",Bodeliu,Maize,"Deshi Red",FAQ,04/08/2025,2065,2105,2085
Gujarat,Dahod,Davgadbaria(Piplod),Paddy(Dhan)(Common),Common,Non-FAQ,04/08/2025,1525,1550,1535
Gujarat,Dahod,Devgadhbaria,Paddy(Dhan)(Common),Common,Non-FAQ,04/08/2025,1525,1550,1535
Gujarat,Gandhinagar,Kalol,"Bajra(Pearl Millet/Cumbu)",Other,FAQ,04/08/2025,1750,2300,2000
Gujarat,Gandhinagar,Mansa,"Guar Seed(Cluster Beans Seed)",Split,FAQ,04/08/2025,4150,4750,4550
Gujarat,Gandhinagar,Mansa,Jowar(Sorghum),White,FAQ,04/08/2025,2660,3880,3750
Gujarat,Gandhinagar,Mansa,"Kabuli Chana(Chickpeas-White)",Kabul,FAQ,04/08/2025,5150,5385,5225
Gujarat,Gandhinagar,Mansa,Mustard,Mustard,FAQ,04/08/2025,6275,6500,6450
Gujarat,"Gir Somnath",Talalagir,Brinjal,Other,FAQ,04/08/2025,1000,2500,2000
Gujarat,"Gir Somnath",Talalagir,Cabbage,Other,FAQ,04/08/2025,1000,2000,1500
Gujarat,"Gir Somnath",Talalagir,"Green Chilli",Other,FAQ,04/08/2025,2000,4000,3000
Gujarat,Morbi,Vankaner,"Bengal Gram(Gram)(Whole)","Desi (Whole)",FAQ,04/08/2025,5605,5895,5750
Gujarat,Morbi,Vankaner,"Sesamum(Sesame,Gingelly,Til)",Other,FAQ,04/08/2025,8000,10875,9000
Gujarat,Morbi,Vankaner,Wheat,Other,FAQ,04/08/2025,2475,2700,2600
Gujarat,Narmada,Rajpipla,Banana,Other,Large,04/08/2025,1675,2750,2250
Gujarat,Rajkot,"Gondal(Veg.market Gondal)","Green Chilli","Green Chilly",FAQ,04/08/2025,1000,5000,3000
Gujarat,Rajkot,"Gondal(Veg.market Gondal)",Lemon,Other,FAQ,04/08/2025,500,1500,1000
Gujarat,Rajkot,"Gondal(Veg.market Gondal)",Papaya,Other,Medium,04/08/2025,400,1500,950
Gujarat,Rajkot,"Rajkot(Veg.Sub Yard)",Coriander(Leaves),Coriander,FAQ,04/08/2025,750,2150,1350
Gujarat,Sabarkantha,Prantij,"Castor Seed",Other,FAQ,04/08/2025,6200,6300,6260
Gujarat,Sabarkantha,Prantij,Paddy(Dhan)(Common),Other,FAQ,04/08/2025,2200,2425,2300
Gujarat,Surat,Nizar,Maize,"Deshi Red",Non-FAQ,04/08/2025,1985,2145,2020
Gujarat,Surat,Nizar(Pumkitalov),Jowar(Sorghum),Other,Non-FAQ,04/08/2025,2025,2185,2145
Gujarat,Surat,Songadh(Umrada),"Bhindi(Ladies Finger)",Bhindi,FAQ,04/08/2025,3850,4950,4620
Gujarat,Surat,Surat,"Cluster beans",Other,FAQ,04/08/2025,4000,8000,6000
Gujarat,Surat,Surat,Cucumbar(Kheera),Other,FAQ,04/08/2025,2500,5500,4000
Gujarat,Surat,Surat,"Pegeon Pea (Arhar Fali)",Other,FAQ,04/08/2025,4500,7000,5750
Gujarat,Surat,Surat,Pumpkin,Other,FAQ,04/08/2025,900,2000,1450
Gujarat,Surat,Surat,Ridgeguard(Tori),Other,FAQ,04/08/2025,2000,6500,4250
Gujarat,Surat,Surat,"Sponge gourd",Other,FAQ,04/08/2025,1500,2500,2000
Gujarat,Vadodara(Baroda),Padra,Cabbage,Other,FAQ,04/08/2025,1250,1500,1400
Gujarat,Vadodara(Baroda),Padra,Cauliflower,Other,FAQ,04/08/2025,2000,3500,2750
Gujarat,Vadodara(Baroda),Padra,"Kartali (Kantola)",Other,FAQ,04/08/2025,15000,16000,15500
Gujarat,Vadodara(Baroda),Padra,Potato,Other,FAQ,04/08/2025,1500,2100,1800
Gujarat,Vadodara(Baroda),Padra,Tomato,Other,FAQ,04/08/2025,4000,4500,4250
Haryana,Ambala,Barara,"Bitter gourd",Other,FAQ,04/08/2025,700,1200,700
Haryana,Ambala,Barara,Cabbage,Other,FAQ,04/08/2025,600,1000,600
Haryana,Ambala,Barara,Pomegranate,Other,Medium,04/08/2025,8000,14000,8000
Haryana,Gurgaon,Gurgaon,"Bhindi(Ladies Finger)",Other,FAQ,04/08/2025,1000,2000,1500
Haryana,Gurgaon,Gurgaon,Potato,Other,FAQ,04/08/2025,1000,2000,1500
Haryana,Gurgaon,Gurgaon,Tomato,Other,FAQ,04/08/2025,1000,2000,1500
Haryana,Hissar,Hansi,Cabbage,Other,FAQ,04/08/2025,1000,2000,1500
Haryana,Hissar,Hansi,Mango,Other,Medium,04/08/2025,3000,8000,6000
Haryana,Hissar,Hansi,"Peas Wet",Other,FAQ,04/08/2025,10000,14000,12000
Haryana,Hissar,Hansi,Pomegranate,Other,Medium,04/08/2025,6000,12000,10000
Haryana,Jhajar,Jhajjar,Onion,Other,FAQ,04/08/2025,1400,1600,1500
Haryana,Jhajar,Jhajjar,Tomato,Other,FAQ,04/08/2025,5800,6300,6000
Haryana,Karnal,Indri,Banana,Other,Medium,04/08/2025,3000,3000,3000
Haryana,Karnal,Indri,Pomegranate,Other,Medium,04/08/2025,8000,8000,8000
Haryana,Kurukshetra,Pehowa,Tomato,Other,FAQ,04/08/2025,4200,4500,4200
Haryana,Mahendragarh-Narnaul,Narnaul,Brinjal,Brinjal,FAQ,04/08/2025,1000,2500,2000
Haryana,Mahendragarh-Narnaul,Narnaul,Ginger(Green),"Green Ginger",FAQ,04/08/2025,4000,5000,5000
Haryana,Mahendragarh-Narnaul,Narnaul,Guava,Guava,Medium,04/08/2025,2500,2500,2500
Haryana,Mahendragarh-Narnaul,Narnaul,Lemon,Lemon,FAQ,04/08/2025,3500,5000,4000
Haryana,Mahendragarh-Narnaul,Narnaul,Onion,Onion,FAQ,04/08/2025,1600,2200,2000
Haryana,Mahendragarh-Narnaul,Narnaul,Potato,Potato,FAQ,04/08/2025,1300,1300,1300
Haryana,Mahendragarh-Narnaul,Narnaul,Spinach,Spinach,FAQ,04/08/2025,3000,3000,3000
Haryana,Panipat,Panipat,Apple,Other,Medium,04/08/2025,4000,12000,8000
Haryana,Panipat,Panipat,"Bottle gourd","Bottle Gourd",FAQ,04/08/2025,500,1000,750
Haryana,Panipat,Panipat,Cucumbar(Kheera),Other,FAQ,04/08/2025,700,2100,1400
Haryana,Panipat,Samalkha,Lemon,Lemon,FAQ,04/08/2025,6000,6000,6000
Haryana,Panipat,Samalkha,Tomato,Local,FAQ,04/08/2025,3000,3000,3000
Haryana,Rewari,Kosli,"Bhindi(Ladies Finger)",Bhindi,FAQ,04/08/2025,1500,1500,1500
Haryana,Rewari,Kosli,Brinjal,Other,FAQ,04/08/2025,1000,1000,1000
Haryana,Rohtak,Meham,Cucumbar(Kheera),Cucumbar,FAQ,04/08/2025,1500,1500,1500
Haryana,Rohtak,Meham,Guava,Guava,Medium,04/08/2025,1200,1500,1300
Haryana,Rohtak,Meham,"Mousambi(Sweet Lime)",Mousambi,Medium,04/08/2025,2200,2500,2300
Haryana,Rohtak,Meham,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,04/08/2025,1000,1000,1000
Haryana,Sonipat,Sonepat,Apple,Other,Medium,04/08/2025,11900,12300,11900
Haryana,"Yamuna Nagar",Radaur,"Bitter gourd",Other,FAQ,04/08/2025,2200,2800,2500
Haryana,"Yamuna Nagar",Radaur,"Bottle gourd",Other,FAQ,04/08/2025,1200,1600,1400
Haryana,"Yamuna Nagar",Radaur,"Green Chilli",Other,FAQ,04/08/2025,6000,7000,6500
Haryana,"Yamuna Nagar",Radaur,Lemon,Other,FAQ,04/08/2025,5000,5500,5200
Haryana,"Yamuna Nagar",Radaur,Onion,Other,FAQ,04/08/2025,1200,1400,1300
Haryana,"Yamuna Nagar",Radaur,Pumpkin,Other,FAQ,04/08/2025,1000,1200,1100
Haryana,"Yamuna Nagar",Sadhaura,Cucumbar(Kheera),Cucumbar,FAQ,04/08/2025,1400,2000,1500
Haryana,"Yamuna Nagar",Sadhaura,Onion,Onion,FAQ,04/08/2025,1200,1600,1500
Haryana,"Yamuna Nagar",Sadhaura,Potato,Other,FAQ,04/08/2025,800,1000,900
"Himachal Pradesh",Bilaspur,Bilaspur,Apple,Apple,Medium,04/08/2025,10000,16000,15000
"Himachal Pradesh",Bilaspur,Bilaspur,"Bitter gourd","Bitter Gourd",FAQ,04/08/2025,2000,3500,2800
"Himachal Pradesh",Bilaspur,Bilaspur,Papaya,Other,Medium,04/08/2025,4000,4500,4400
"Himachal Pradesh",Kangra,Dharamshala,"Mousambi(Sweet Lime)",Other,Medium,04/08/2025,6000,6500,6250
"Himachal Pradesh",Kangra,Kangra,Apple,Other,Medium,04/08/2025,4000,18000,12000
"Himachal Pradesh",Kangra,Kangra,"Bhindi(Ladies Finger)",Other,FAQ,04/08/2025,3000,3500,3200
"Himachal Pradesh",Kangra,Kangra,Capsicum,Other,FAQ,04/08/2025,6500,7000,6700
"Himachal Pradesh",Kangra,Kangra,Guava,Other,Medium,04/08/2025,6000,7000,6500
"Himachal Pradesh",Kangra,Kangra,Pomegranate,Other,Medium,04/08/2025,10000,11000,11000
"Himachal Pradesh",Kangra,Kangra,Tomato,Other,FAQ,04/08/2025,5000,6500,5500
"Himachal Pradesh",Kangra,Kangra(Baijnath),"Bitter gourd","Bitter Gourd",FAQ,04/08/2025,3200,3800,3500
"Himachal Pradesh",Kangra,Kangra(Baijnath),Lemon,Lemon,FAQ,04/08/2025,5500,6000,6000
"Himachal Pradesh",Kangra,Kangra(Baijnath),Papaya,Other,Medium,04/08/2025,3000,3500,3500
"Himachal Pradesh",Kangra,Kangra(Baijnath),Pomegranate,Other,Medium,04/08/2025,12000,14000,12000
"Himachal Pradesh",Kangra,Kangra(Baijnath),Potato,Potato,FAQ,04/08/2025,2000,2100,2100
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),Cauliflower,Cauliflower,FAQ,04/08/2025,5000,5200,5100
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),Guava,Guava,Medium,04/08/2025,7000,7500,7300
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Brinjal,"Arkasheela Mattigulla",FAQ,04/08/2025,2000,2500,2200
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Capsicum,Capsicum,FAQ,04/08/2025,6500,7000,6700
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Pumpkin,Other,FAQ,04/08/2025,1000,2000,1400
"Himachal Pradesh",Kangra,Palampur,"Bhindi(Ladies Finger)",Other,FAQ,04/08/2025,3400,3500,3450
"Himachal Pradesh",Kangra,Palampur,Capsicum,Capsicum,FAQ,04/08/2025,5500,6000,5800
"Himachal Pradesh",Kangra,Palampur,Cucumbar(Kheera),Other,FAQ,04/08/2025,2400,2500,2450
"Himachal Pradesh",Kangra,Palampur,"Green Chilli","Green Chilly",FAQ,04/08/2025,4400,4500,4450
"Himachal Pradesh",Kangra,Palampur,Mashrooms,Other,FAQ,04/08/2025,16000,17500,17000
"Himachal Pradesh",Kangra,Palampur,Pear(Marasebu),Other,Medium,04/08/2025,7000,8000,7800
"Himachal Pradesh",Kangra,Palampur,"Peas Wet",Other,FAQ,04/08/2025,10000,11000,10800
"Himachal Pradesh",Kangra,Palampur,Pineapple,Other,Medium,04/08/2025,5000,5500,5300
"Himachal Pradesh",Kangra,Palampur,"Sponge gourd",Other,FAQ,04/08/2025,4800,5000,4900
"Himachal Pradesh",Kullu,"Kullu(Chauri Bihal)",Capsicum,Other,FAQ,04/08/2025,2500,3000,2800
"Himachal Pradesh",Kullu,"Kullu(Chauri Bihal)",Cucumbar(Kheera),Other,FAQ,04/08/2025,500,1500,1000
"Himachal Pradesh",Kullu,"Kullu(Chauri Bihal)",Pear(Marasebu),Other,Medium,04/08/2025,1000,3000,2000
"Himachal Pradesh",Kullu,"Kullu(Chauri Bihal)",Tomato,Other,FAQ,04/08/2025,1000,4000,3000
"Himachal Pradesh",Kullu,"Kullu(Patli Kuhal)",Pear(Marasebu),Other,Medium,04/08/2025,1200,7000,5000
"Himachal Pradesh",Sirmore,"Paonta Sahib","Bhindi(Ladies Finger)",Other,FAQ,04/08/2025,2000,2500,2200
"Himachal Pradesh",Sirmore,"Paonta Sahib",Cauliflower,Other,FAQ,04/08/2025,6000,8000,7000
"Himachal Pradesh",Solan,Waknaghat,Capsicum,Capsicum,FAQ,04/08/2025,2000,3000,3000
"Himachal Pradesh",Solan,Waknaghat,"Green Chilli","Green Chilly",FAQ,04/08/2025,2500,2500,2500
"Himachal Pradesh",Solan,Waknaghat,Raddish,Other,FAQ,04/08/2025,800,1200,1200
"Jammu and Kashmir",Jammu,Batote,Apple,Other,Medium,04/08/2025,6000,6400,6200
"Jammu and Kashmir",Jammu,Batote,Brinjal,Other,FAQ,04/08/2025,2000,2200,2100
"Jammu and Kashmir",Jammu,Batote,Cucumbar(Kheera),Other,FAQ,04/08/2025,2000,2200,2100
"Jammu and Kashmir",Jammu,"Narwal Jammu (F&V)",Banana,Other,Medium,04/08/2025,4000,4400,4200
"Jammu and Kashmir",Kathua,Kathua,Brinjal,Other,FAQ,04/08/2025,1500,2000,1750
"Jammu and Kashmir",Kathua,Kathua,Cauliflower,Other,FAQ,04/08/2025,4000,4500,4250
"Jammu and Kashmir",Kathua,Kathua,Lemon,Other,FAQ,04/08/2025,5000,5500,5250
"Jammu and Kashmir",Kathua,Kathua,Mashrooms,Mashrooms,FAQ,04/08/2025,12000,13000,12500
"Jammu and Kashmir",Kathua,Kathua,Pomegranate,Other,Medium,04/08/2025,10000,15000,12500
"Jammu and Kashmir",Kathua,Kathua,Raddish,Other,FAQ,04/08/2025,2500,3000,2750
"Jammu and Kashmir",Srinagar,Parimpore,Carrot,Other,FAQ,04/08/2025,1500,1700,1600
"Jammu and Kashmir",Srinagar,Parimpore,Lemon,Other,FAQ,04/08/2025,4500,5000,4750
"Jammu and Kashmir",Srinagar,Parimpore,Papaya,Other,Large,04/08/2025,4500,5500,5000
Karnataka,Bangalore,Ramanagara,Beetroot,Beetroot,Local,04/08/2025,1600,2400,2000
Karnataka,Bangalore,Ramanagara,"Bottle gourd","Bottle Gourd",Local,04/08/2025,2000,2600,2400
Karnataka,Bangalore,Ramanagara,Brinjal,Brinjal,Local,04/08/2025,1800,2800,2400
Karnataka,Bangalore,Ramanagara,Raddish,Raddish,Local,04/08/2025,1000,1600,1500
Kerala,Alappuzha,Chengannur,Ashgourd,Other,FAQ,04/08/2025,1800,2100,1900
Kerala,Alappuzha,Chengannur,"Banana - Green","Banana - Green",FAQ,04/08/2025,3900,4200,4000
Kerala,Alappuzha,Chengannur,"Banana - Green",Other,FAQ,04/08/2025,4400,5000,4500
Kerala,Alappuzha,Chengannur,"Cluster beans","Cluster Beans",FAQ,04/08/2025,5800,6300,6000
Kerala,Alappuzha,Chengannur,Coconut,Big,FAQ,04/08/2025,6500,6800,6700
Kerala,Alappuzha,Chengannur,Drumstick,Other,FAQ,04/08/2025,3800,4100,4000
Kerala,Alappuzha,Chengannur,"Green Chilli","Green Chilly",FAQ,04/08/2025,6400,6700,6600
Kerala,Alappuzha,Cherthala,"Banana - Green","Banana - Green",FAQ,04/08/2025,3200,3400,3300
Kerala,Alappuzha,Cherthala,Cabbage,Cabbage,FAQ,04/08/2025,4000,4200,4100
Kerala,Alappuzha,Cherthala,Snakeguard,Other,FAQ,04/08/2025,3600,3800,3700
Kerala,Alappuzha,"EDATHWA VFPCK","Banana - Green","Banana - Green",FAQ,04/08/2025,5500,6000,5800
Kerala,Alappuzha,Harippad,Amaranthus,Other,FAQ,04/08/2025,5000,5500,5000
Kerala,Alappuzha,Harippad,Ashgourd,Other,FAQ,04/08/2025,3000,3500,3000
Kerala,Alappuzha,Harippad,"Banana - Green",Other,FAQ,04/08/2025,5000,5500,5000
Kerala,Alappuzha,Harippad,Cabbage,Other,FAQ,04/08/2025,4000,4500,4000
Kerala,Alappuzha,Harippad,Cauliflower,Other,FAQ,04/08/2025,4000,4500,4000
Kerala,Alappuzha,Harippad,Onion,Other,FAQ,04/08/2025,6000,6500,6000
Kerala,Alappuzha,Kayamkulam,Beetroot,Other,FAQ,04/08/2025,1800,2000,1900
Kerala,Alappuzha,Kayamkulam,Carrot,Other,FAQ,04/08/2025,6500,6700,6600
Kerala,Alappuzha,Kayamkulam,Cowpea(Veg),Other,FAQ,04/08/2025,4100,4300,4200
Kerala,Alappuzha,Mannar,Cowpea(Veg),Other,FAQ,04/08/2025,5100,5300,5200
Kerala,Alappuzha,Mannar,Drumstick,Other,FAQ,04/08/2025,7000,7200,7100
Kerala,Alappuzha,Mannar,Ginger(Green),Other,FAQ,04/08/2025,7000,7200,7100
Kerala,Alappuzha,Mannar,"Green Chilli",Other,FAQ,04/08/2025,6000,6200,6100
Kerala,Alappuzha,Mannar,Onion,Big,FAQ,04/08/2025,2500,2700,2600
Kerala,Ernakulam,"Amalapuram  VFPCK",Banana,Palayamthodan,Large,04/08/2025,2500,3000,2800
Kerala,Ernakulam,"Amalapuram  VFPCK",Banana,Poovan,Large,04/08/2025,5200,5500,5300
Kerala,Ernakulam,Angamaly,"Bitter gourd","Bitter Gourd",FAQ,04/08/2025,5800,7000,6500
Kerala,Ernakulam,Angamaly,"Green Chilli","Green Chilly",FAQ,04/08/2025,6600,10000,8000
Kerala,Ernakulam,"Broadway market",Carrot,Carrot,FAQ,04/08/2025,6800,8000,7000
Kerala,Ernakulam,"Broadway market",Cauliflower,"African Sarson",FAQ,04/08/2025,6000,6500,6200
Kerala,Ernakulam,"Broadway market",Potato,"(Red Nanital)",Non-FAQ,04/08/2025,4200,4600,4400
Kerala,Ernakulam,"Koovapadi VFPCK",Papaya,Papaya,Large,04/08/2025,1700,1900,1800
Kerala,Ernakulam,"KURUMASSERY VFPCK",Banana,"Nendra Bale",Large,04/08/2025,3400,4500,4000
Kerala,Ernakulam,"Malayattoor  VFPCK",Banana,Poovan,Large,04/08/2025,0,0,6000
Kerala,Ernakulam,"North Paravur",Lemon,Lemon,FAQ,04/08/2025,5000,6000,5500
Kerala,Ernakulam,"North Paravur",Pineapple,Other,Medium,04/08/2025,5500,6000,5800
Kerala,Ernakulam,"North Paravur",Snakeguard,Other,FAQ,04/08/2025,4500,5000,4800
Kerala,Ernakulam,"North Paravur","Sweet Potato","Hosur Green",FAQ,04/08/2025,3500,4000,3800
Kerala,Ernakulam,Perumbavoor,Arecanut(Betelnut/Supari),Supari,FAQ,04/08/2025,32500,33500,33000
Kerala,Ernakulam,Perumbavoor,Ashgourd,Ashgourd,FAQ,04/08/2025,1600,2600,2000
Kerala,Ernakulam,Perumbavoor,"Bitter gourd","Bitter Gourd",FAQ,04/08/2025,3000,4000,3500
Kerala,Ernakulam,Piravam,Amphophalus,Other,FAQ,04/08/2025,6000,8000,7000
Kerala,Ernakulam,Piravam,"Banana - Green",Other,FAQ,04/08/2025,5000,7000,6000
Kerala,Ernakulam,Piravam,Carrot,Other,FAQ,04/08/2025,7000,9000,8000
Kerala,Ernakulam,Piravam,"Mango (Raw-Ripe)",Other,FAQ,04/08/2025,4000,5000,4500
Kerala,Ernakulam,Piravam,Pumpkin,Other,FAQ,04/08/2025,2000,4000,3000
Kerala,Ernakulam,Thrippunithura,Capsicum,Capsicum,FAQ,04/08/2025,9000,12000,10000
Kerala,Ernakulam,Thrippunithura,Carrot,Carrot,FAQ,04/08/2025,7500,9000,7700
Kerala,Ernakulam,Thrippunithura,Cauliflower,Cauliflower,FAQ,04/08/2025,5000,6000,5200
Kerala,Ernakulam,Thrippunithura,Lemon,Other,FAQ,04/08/2025,6000,8000,6500
Kerala,Ernakulam,Thrippunithura,"Mango (Raw-Ripe)","Mango - Raw-Ripe",FAQ,04/08/2025,6000,7000,6200
Kerala,Ernakulam,Thrippunithura,Pumpkin,Pumpkin,FAQ,04/08/2025,2500,4000,2700
Kerala,Ernakulam,Thrippunithura,Tapioca,Tapioca,FAQ,04/08/2025,3000,3500,3200
Kerala,Idukki,Munnar,Apple,Other,Medium,04/08/2025,13000,15000,15000
Kerala,Idukki,Munnar,Ashgourd,Other,FAQ,04/08/2025,4000,5000,4500
Kerala,Idukki,Munnar,Banana,Poovan,Medium,04/08/2025,7000,7800,7500
Kerala,Idukki,Munnar,Banana,Robusta,Medium,04/08/2025,4000,4800,4500
Kerala,Idukki,Munnar,"Banana - Green",Other,FAQ,04/08/2025,4000,5000,5000
Kerala,Idukki,Munnar,Beans,Other,FAQ,04/08/2025,4000,6000,5000
Kerala,Idukki,Munnar,"Bhindi(Ladies Finger)",Other,FAQ,04/08/2025,5000,6500,6000
Kerala,Idukki,Munnar,Drumstick,Drumstick,FAQ,04/08/2025,5000,6000,6000
Kerala,Kannur,Kannur,"Black pepper",Other,FAQ,04/08/2025,63500,70000,68000
Kerala,Kannur,Kannur,Cowpea(Veg),"Cowpea (Veg)",FAQ,04/08/2025,5000,5400,5200
Kerala,Kannur,Kannur,Cucumbar(Kheera),Cucumbar,FAQ,04/08/2025,2700,2900,2800
Kerala,Kannur,Payyannur,Banana,Other,Large,04/08/2025,4100,4300,4200
Kerala,Kannur,Payyannur,"Coconut Seed","Coconut Seed",FAQ,04/08/2025,6700,6900,6800
Kerala,Kasargod,Manjeswaram,Amaranthus,Amaranthus,FAQ,04/08/2025,5000,6000,5500
Kerala,Kasargod,Manjeswaram,"Long Melon(Kakri)",Other,FAQ,04/08/2025,5000,7000,6000
Kerala,Kasargod,Manjeswaram,Pumpkin,Pumpkin,FAQ,04/08/2025,1600,3000,2300
Kerala,Kollam,Sasthamkotta,Banana,Poovan,Medium,04/08/2025,3500,4000,3800
Kerala,Kollam,Sasthamkotta,Banana,Robusta,Medium,04/08/2025,2000,2500,2200
Kerala,Kollam,Sasthamkotta,Cowpea(Veg),Other,FAQ,04/08/2025,6000,6500,6200
Kerala,Kollam,Sasthamkotta,Snakeguard,Other,FAQ,04/08/2025,2000,2400,2200
Kerala,Kollam,Sasthamkotta,Tomato,Other,FAQ,04/08/2025,3000,3400,3200
Kerala,Kottayam,Athirampuzha,"Bhindi(Ladies Finger)",Bhindi,FAQ,04/08/2025,4400,4600,4500
Kerala,Kottayam,Athirampuzha,Garlic,Garlic,FAQ,04/08/2025,9400,9600,9500
Kerala,Kottayam,Athirampuzha,Ginger(Green),"Green Ginger",FAQ,04/08/2025,9000,9200,9100
Kerala,Kottayam,Athirampuzha,"Little gourd (Kundru)",Other,FAQ,04/08/2025,6400,6600,6500
Kerala,Kottayam,Athirampuzha,Pumpkin,Pumpkin,FAQ,04/08/2025,1600,1800,1700
Kerala,Kottayam,Athirampuzha,Tomato,Tomato,FAQ,04/08/2025,5500,5700,5600
Kerala,Kottayam,Ettumanoor,Ashgourd,Other,FAQ,04/08/2025,3000,3400,3200
Kerala,Kottayam,Ettumanoor,"Banana - Green","Banana - Green",FAQ,04/08/2025,4000,4400,4200
Kerala,Kottayam,Ettumanoor,Tomato,Tomato,FAQ,04/08/2025,5600,6000,5800
Kerala,Kottayam,Kuruppanthura,Banana,Palayamthodan,Large,04/08/2025,3000,4000,4000
Kerala,Kottayam,Kuruppanthura,Cabbage,Cabbage,FAQ,04/08/2025,3800,5000,4000
Kerala,Kottayam,Pala,"Bhindi(Ladies Finger)",Bhindi,FAQ,04/08/2025,5400,6000,5800
Kerala,Kottayam,Pala,"Bitter gourd","Bitter Gourd",FAQ,04/08/2025,4000,5000,4500
Kerala,Kottayam,Pala,Cowpea(Veg),"Cowpea (Veg)",FAQ,04/08/2025,7200,8000,7600
Kerala,Kottayam,Pala,Cucumbar(Kheera),Cucumbar,FAQ,04/08/2025,5000,7000,6000
Kerala,Kottayam,Pala,"Green Chilli","Green Chilly",FAQ,04/08/2025,7500,12000,9500
Kerala,Kottayam,Pala,"Little gourd (Kundru)",Other,FAQ,04/08/2025,7000,7600,7300
Kerala,Kottayam,Pala,Snakeguard,Snakeguard,FAQ,04/08/2025,4500,5000,4700
Kerala,Kottayam,Pampady,"Banana - Green","Banana - Green",FAQ,04/08/2025,6300,7500,7000
Kerala,Kottayam,Pampady,"Bhindi(Ladies Finger)",Bhindi,FAQ,04/08/2025,5200,6500,6000
Kerala,Kottayam,Pampady,Coconut,Coconut,FAQ,04/08/2025,7400,8500,8000
Kerala,Kottayam,Pampady,Cucumbar(Kheera),Other,FAQ,04/08/2025,3800,5500,4500
Kerala,Kottayam,Pampady,Ginger(Green),"Green Ginger",FAQ,04/08/2025,12500,15000,14500
Kerala,Kottayam,"Vempally  VFPCK",Banana,Poovan,Large,04/08/2025,1700,1700,1700
Kerala,Kozhikode(Calicut),Mukkom,Amaranthus,Amaranthus,FAQ,04/08/2025,3500,3800,3600
Kerala,Kozhikode(Calicut),Mukkom,Banana,Other,Large,04/08/2025,5300,5600,5500
Kerala,Kozhikode(Calicut),Mukkom,"Bhindi(Ladies Finger)",Bhindi,FAQ,04/08/2025,4800,5200,5000
Kerala,Kozhikode(Calicut),Mukkom,"Bitter gourd","Bitter Gourd",FAQ,04/08/2025,5600,6000,5800
Kerala,Kozhikode(Calicut),Palayam,Ashgourd,Other,FAQ,04/08/2025,2600,2600,2600
Kerala,Kozhikode(Calicut),Palayam,"Bitter gourd","Bitter Gourd",FAQ,04/08/2025,5000,5000,5000
Kerala,Kozhikode(Calicut),Palayam,Cauliflower,Other,FAQ,04/08/2025,2000,2000,2000
Kerala,Kozhikode(Calicut),Palayam,"Cluster beans",Other,FAQ,04/08/2025,5500,5500,5500
Kerala,Kozhikode(Calicut),Perambra,Ashgourd,Other,FAQ,04/08/2025,3000,3200,3100
Kerala,Kozhikode(Calicut),Perambra,Beetroot,Other,FAQ,04/08/2025,3000,3500,3500
